acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time
-0.4118903571042921,7.658382907369439,-7.0003337220859425,0.09903175473052783,0.05008828054157336,-0.010509246060165307,257.24657432150764,-92.37352589158955,1808.3160238493945,2655799.0
-0.5098711970418002,7.658382907369439,-7.0003337220859425,0.23586556808688328,0.027573533190846516,0.010958303739364945,-576.5516719286268,750.8905995016579,617.2170894090841,2666132.0
-0.4118903571042921,7.756017429272205,-6.9037535941328505,0.31457991735182755,0.04171070013200059,0.049879146058838496,-569.1652489745267,713.6005527838737,652.5783645330936,2676200.0
-0.4118903571042921,7.853651951174972,-7.0003337220859425,0.3472175743641215,0.07714088394748547,0.05633686429121752,-569.1652489745267,713.6005527838737,652.5783645330936,2685109.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.34425051463573114,0.07399929129389568,0.024920937755319582,-346.0742233109227,566.9898033941341,844.5948536201597,184506225.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.3386654610293493,0.07260302789230022,0.024571871904920717,-413.90950947837763,552.0452633715961,809.506573609067,184516285.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.32697175504098724,0.07085769864030587,0.023350141428524686,-360.909962474121,589.2230278210418,809.1250230622747,184526230.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.314754450277027,0.06701797428591835,0.022128410952128655,-371.8419767617367,562.7271151683271,798.077045200526,184536295.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.30271167843826613,0.06492357918352516,0.021081213400932056,-331.71284306538115,597.526172005133,873.7333838141096,184546223.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.29101797244990407,0.06178198652993537,0.020557614625333755,-376.6162268449365,567.338420751276,845.1739114033111,184556285.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.2838621225167273,0.058989459726744436,0.02090668047573262,-376.1975783655993,566.9753952579725,823.507399742963,184566223.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.2852583859183228,0.060211190203140474,0.02090668047573262,-357.18110401421296,555.5963087469578,833.7788125852016,184576282.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.29241423585149956,0.06352731578192969,0.020034015849735458,-357.18110401421296,555.5963087469578,833.7788125852016,184585208.0
-0.8038137168543243,7.756017429272205,-7.0003337220859425,0.303060744288665,0.06579624380952231,0.02247747680252752,-353.8747798531741,582.2001479364492,844.9921984243502,184596283.0
-0.8038137168543243,7.756017429272205,-7.0003337220859425,0.31667431245422073,0.06841423768751383,0.02300107557812582,-353.8747798531741,582.2001479364492,844.9921984243502,184605214.0
-0.8038137168543243,7.756017429272205,-7.0003337220859425,0.3302878806197765,0.07103223156550532,0.024048273129322416,-391.6242156537166,544.8483132607972,845.084616151922,184616286.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.34041079028134363,0.07399929129389568,0.02352467435372412,-391.6242156537166,544.8483132607972,845.084616151922,184625205.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.3472175743641215,0.07714088394748547,0.024048273129322416,-365.0025511197571,570.8068917416375,834.1765534617472,184636283.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.34704304143892206,0.07661728517188716,0.024048273129322416,-365.0025511197571,570.8068917416375,834.1765534617472,184645211.0
-0.8038137168543243,7.756017429272205,-7.096913850039035,0.33744373055295324,0.07399929129389568,0.023350141428524686,-384.1535319765964,559.8638011497733,845.1920886156312,184656282.0
