acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
0.01,0.05,1.03,-1.54,1.22,-1.21,-373.75,166.82,-749.09,14082696.0,gyro,
0.01,0.06,1.03,-1.6,1.19,-1.16,-377.27,170.37,-755.93,14092746.0,gyro,
0.01,0.06,1.03,-1.43,1.24,-1.11,-368.46,179.24,-757.64,14102686.0,gyro,
0.01,0.06,1.03,-11.5,1.34,-1.19,-380.8,173.92,-762.77,19203929.0,gyro,
0.01,0.06,1.03,-1.54,1.3,-1.24,-380.8,173.92,-762.77,19208863.0,gyro,
0.01,0.06,1.03,-1.54,1.25,-1.16,-393.14,175.69,-761.06,19213792.0,gyro,
0.01,0.06,1.03,-1.56,1.27,-1.22,-393.14,175.69,-761.06,19217740.0,gyro,
0.01,0.06,1.03,-1.51,1.34,-1.1,-377.27,181.02,-755.93,19222662.0,gyro,
0.01,0.06,1.03,-1.46,1.31,-1.05,-377.27,181.02,-755.93,19226614.0,gyro,
0.01,0.06,1.03,-1.43,1.34,-1.19,-389.61,168.59,-754.22,19232432.0,gyro,
0.01,0.06,1.03,-1.48,1.33,-1.13,-389.61,168.59,-754.22,19236378.0,gyro,
0.01,0.06,1.03,-1.43,1.37,-1.13,-389.61,175.69,-747.38,19242662.0,gyro,
0.01,0.06,1.03,-1.46,1.3,-1.22,-389.61,175.69,-747.38,19246603.0,gyro,
0.01,0.06,1.03,-1.51,1.36,-1.16,-384.32,173.92,-759.35,19252425.0,gyro,
0.01,0.06,1.03,-1.5,1.3,-1.16,-384.32,173.92,-759.35,19256370.0,gyro,
0.01,0.06,1.03,-1.46,1.28,-1.25,-370.22,181.02,-749.09,19262211.0,gyro,
0.01,0.06,1.03,-1.53,1.16,-1.22,-370.22,181.02,-749.09,19266603.0,gyro,
0.01,0.06,1.03,-1.56,1.16,-1.11,-393.14,182.79,-747.38,19272431.0,gyro,
0.01,0.06,1.03,-1.5,1.24,-1.1,-393.14,182.79,-747.38,19276378.0,gyro,
0.01,0.06,1.03,-1.5,1.3,-1.1,-371.98,179.24,-757.64,19282203.0,gyro,
0.01,0.06,1.03,-1.5,1.3,-1.13,-371.98,179.24,-757.64,19286601.0,gyro,
0.01,0.06,1.03,-1.5,1.28,-1.14,-375.51,172.14,-747.38,19292432.0,gyro,
0.01,0.06,1.03,-1.53,1.33,-1.17,-375.51,172.14,-747.38,19296384.0,gyro,
0.01,0.06,1.03,-1.5,1.33,-1.17,-396.66,189.89,-747.38,19302217.0,gyro,
0.01,0.06,1.03,-1.57,1.28,-1.21,-396.66,189.89,-747.38,19306157.0,gyro,
0.01,0.05,1.03,-1.53,1.27,-1.16,-373.75,170.37,-745.67,19312436.0,gyro,
0.01,0.05,1.03,-1.46,1.27,-1.13,-373.75,170.37,-745.67,19316383.0,gyro,
0.01,0.06,1.03,-1.45,1.27,-1.14,-373.75,170.37,-749.09,19322224.0,gyro,
0.01,0.06,1.03,-1.53,1.28,-1.11,-373.75,170.37,-749.09,19326156.0,gyro,
0.01,0.06,1.03,-1.54,1.21,-1.1,-364.93,175.69,-750.8,19332437.0,gyro,
0.01,0.06,1.03,-1.56,1.22,-1.08,-364.93,175.69,-750.8,19336384.0,gyro,
0.01,0.06,1.03,-1.54,1.28,-1.21,-384.32,177.47,-752.51,19342217.0,gyro,
0.01,0.06,1.03,-1.57,1.28,-1.21,-384.32,177.47,-752.51,19346173.0,gyro,
0.01,0.06,1.03,-1.53,1.27,-1.14,-389.61,182.79,-743.95,19352448.0,gyro,
0.01,0.06,1.03,-1.54,1.25,-1.13,-389.61,182.79,-743.95,19356402.0,gyro,
0.01,0.06,1.03,-1.51,1.28,-1.17,-384.32,181.02,-745.67,19362234.0,gyro,
0.01,0.06,1.03,-1.46,1.22,-1.17,-384.32,181.02,-745.67,19366176.0,gyro,
0.01,0.06,1.04,-1.48,1.22,-1.13,-386.09,182.79,-747.38,19372466.0,gyro,
0.01,0.06,1.04,-1.46,1.19,-1.16,-386.09,182.79,-747.38,19376405.0,gyro,
0.01,0.06,1.03,-1.48,1.21,-1.14,-391.38,170.37,-752.51,19382239.0,gyro,
0.01,0.06,1.03,-1.43,1.24,-1.14,-391.38,170.37,-752.51,19386187.0,gyro,
0.01,0.06,1.03,-1.53,1.24,-1.21,-389.61,182.79,-761.06,19392466.0,gyro,
0.01,0.06,1.03,-1.53,1.22,-1.19,-389.61,182.79,-761.06,19396410.0,gyro,
0.01,0.06,1.03,-1.46,1.19,-1.13,-380.8,177.47,-738.82,19402229.0,gyro,
0.01,0.06,1.03,-1.54,1.28,-1.14,-380.8,177.47,-738.82,19406187.0,gyro,
0.01,0.06,1.03,-1.53,1.27,-1.17,-382.56,182.79,-740.53,19412469.0,gyro,
0.01,0.06,1.03,-1.51,1.3,-1.14,-382.56,182.79,-740.53,19416388.0,gyro,
0.01,0.06,1.04,-1.54,1.31,-1.11,-389.61,172.14,-743.95,19422222.0,gyro,
0.01,0.06,1.04,-1.56,1.27,-1.11,-389.61,172.14,-743.95,19426175.0,gyro,
0.01,0.06,1.03,-1.54,1.33,-1.24,-387.85,191.66,-749.09,19432014.0,gyro,
0.01,0.06,1.03,-1.48,1.37,-1.21,-387.85,191.66,-749.09,19436411.0,gyro,
0.01,0.06,1.03,-1.37,1.39,-1.21,-403.72,165.04,-754.22,19442249.0,gyro,
0.01,0.06,1.03,-1.42,1.25,-1.22,-403.72,165.04,-754.22,19446209.0,gyro,
0.01,0.06,1.03,-1.45,1.33,-1.22,-384.32,181.02,-755.93,19452036.0,gyro,
0.01,0.06,1.03,-1.45,1.28,-1.22,-384.32,181.02,-755.93,19455994.0,gyro,
0.01,0.06,1.03,-1.45,1.21,-1.11,-375.51,175.69,-754.22,19462283.0,gyro,
0.01,0.06,1.03,-1.48,1.24,-1.17,-375.51,175.69,-754.22,19466237.0,gyro,
0.01,0.06,1.03,-1.5,1.27,-1.24,-377.27,191.66,-749.09,19472058.0,gyro,
0.01,0.06,1.03,-1.48,1.21,-1.16,-377.27,191.66,-749.09,19476010.0,gyro,
0.01,0.06,1.03,-1.53,1.27,-1.14,-371.98,168.59,-750.8,19482294.0,gyro,
0.01,0.06,1.03,-1.45,1.28,-1.07,-371.98,168.59,-750.8,19486248.0,gyro,
0.01,0.06,1.03,-1.43,1.25,-1.14,-373.75,181.02,-752.51,19492087.0,gyro,
0.01,0.06,1.03,-1.51,1.19,-1.24,-373.75,181.02,-752.51,19496040.0,gyro,
0.01,0.06,1.03,-1.5,1.14,-1.25,-386.09,186.34,-737.11,19502321.0,gyro,
0.01,0.06,1.03,-1.51,1.22,-1.21,-386.09,186.34,-737.11,19506277.0,gyro,
0.01,0.06,1.03,-1.51,1.22,-1.24,-379.04,175.69,-757.64,19512121.0,gyro,
0.01,0.06,1.03,-1.51,1.22,-1.16,-380.8,181.02,-745.67,19521804.0,gyro,
0.01,0.06,1.03,-1.51,1.22,-1.16,-380.8,181.02,-745.67,19525709.0,gyro,
0.01,0.06,1.03,-1.42,1.25,-1.1,-377.27,188.11,-749.09,19530683.0,gyro,
0.01,0.06,1.03,-1.42,1.27,-1.16,-377.27,188.11,-749.09,19534582.0,gyro,
0.01,0.06,1.03,-1.39,1.33,-1.19,-389.61,182.79,-737.11,19539553.0,gyro,
0.01,0.06,1.03,-1.5,1.34,-1.21,-389.61,182.79,-737.11,19543470.0,gyro,
0.01,0.06,1.03,-1.4,1.33,-1.14,-389.61,182.79,-737.11,19547435.0,gyro,
0.01,0.06,1.03,-1.45,1.3,-1.13,-391.38,163.27,-762.77,19552365.0,gyro,
0.01,0.06,1.03,-1.48,1.28,-1.19,-391.38,163.27,-762.77,19556320.0,gyro,
0.01,0.06,1.03,-1.56,1.34,-1.21,-384.32,181.02,-755.93,19562142.0,gyro,
0.01,0.06,1.03,-1.43,1.27,-1.24,-384.32,181.02,-755.93,19566095.0,gyro,
0.01,0.06,1.04,-1.43,1.25,-1.28,-386.09,186.34,-750.8,19571941.0,gyro,
0.01,0.06,1.04,-1.48,1.25,-1.24,-386.09,186.34,-750.8,19575905.0,gyro,
0.01,0.06,1.03,-1.46,1.19,-1.13,-391.38,184.57,-745.67,19582217.0,gyro,
0.01,0.06,1.04,-1.51,1.27,-1.16,-391.38,184.57,-745.67,19586176.0,gyro,
0.01,0.06,1.03,-1.45,1.31,-1.13,-384.32,181.02,-745.67,19591999.0,gyro,
0.01,0.06,1.04,-1.42,1.28,-1.19,-384.32,181.02,-745.67,19595952.0,gyro,
0.01,0.06,1.03,-1.43,1.28,-1.27,-380.8,188.11,-745.67,19602245.0,gyro,
0.01,0.06,1.03,-1.51,1.27,-1.21,-380.8,188.11,-745.67,19606207.0,gyro,
0.01,0.06,1.03,-1.53,1.24,-1.17,-389.61,168.59,-737.11,19612037.0,gyro,
0.01,0.06,1.03,-1.54,1.22,-1.21,-389.61,168.59,-737.11,19615991.0,gyro,
0.01,0.06,1.03,-1.54,1.27,-1.19,-373.75,184.57,-745.67,19621824.0,gyro,
0.01,0.06,1.03,-1.62,1.33,-1.27,-373.75,184.57,-745.67,19626245.0,gyro,
0.01,0.06,1.03,-1.59,1.31,-1.13,-375.51,186.34,-743.95,19632077.0,gyro,
0.01,0.06,1.03,-1.53,1.28,-1.08,-375.51,186.34,-743.95,19636034.0,gyro,
0.01,0.06,1.03,-1.5,1.25,-1.11,-377.27,181.02,-752.51,19641860.0,gyro,
0.01,0.06,1.03,-1.54,1.25,-1.08,-377.27,181.02,-752.51,19645818.0,gyro,
0.01,0.06,1.03,-1.57,1.28,-1.11,-373.75,170.37,-752.51,19652119.0,gyro,
0.01,0.06,1.03,-1.56,1.21,-1.24,-373.75,170.37,-752.51,19656089.0,gyro,
