acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
0.03,-1.01,0.06,-1.48,1.33,-1.08,211.55,-181.02,-735.4,11407958.0,gyro,
0.03,-1.0,0.06,-1.5,1.33,-1.1,199.21,-172.14,-740.53,11413810.0,gyro,
0.03,-1.01,0.06,-1.45,1.36,-1.1,199.21,-172.14,-740.53,11417696.0,gyro,
0.03,-1.01,0.06,-1.5,1.36,-1.1,211.55,-170.37,-745.67,11424003.0,gyro,
0.03,-1.01,0.06,-1.46,1.37,-1.07,211.55,-170.37,-745.67,11427872.0,gyro,
0.03,-1.01,0.06,-1.5,1.36,-1.07,202.74,-154.4,-747.38,11433739.0,gyro,
0.03,-1.01,0.06,-1.48,1.37,-1.16,202.74,-154.4,-747.38,11437624.0,gyro,
0.03,-1.01,0.06,-1.43,1.37,-1.16,209.79,-172.14,-737.11,11443936.0,gyro,
0.03,-1.01,0.06,-1.46,1.28,-1.16,209.79,-172.14,-737.11,11447799.0,gyro,
0.03,-1.01,0.06,-1.53,1.33,-1.13,208.03,-177.47,-742.24,11453662.0,gyro,
0.03,-1.01,0.06,-1.45,1.33,-1.02,208.03,-177.47,-742.24,11457521.0,gyro,
0.03,-1.01,0.06,-1.43,1.28,-0.98,199.21,-157.95,-723.43,11463835.0,gyro,
0.03,-1.01,0.06,-1.45,1.34,-1.01,199.21,-157.95,-723.43,11467716.0,gyro,
0.03,-1.01,0.06,-1.43,1.37,-0.96,213.32,-161.49,-733.69,11473575.0,gyro,
0.03,-1.01,0.06,-1.53,1.3,-1.07,213.32,-161.49,-733.69,11477890.0,gyro,
0.03,-1.01,0.06,-1.56,1.33,-1.14,204.5,-188.11,-745.67,11483737.0,gyro,
0.03,-1.01,0.06,-1.5,1.28,-1.1,204.5,-188.11,-745.67,11487606.0,gyro,
0.03,-1.01,0.05,-1.56,1.31,-1.04,218.61,-173.92,-735.4,11493909.0,gyro,
0.03,-1.01,0.06,-1.6,1.24,-1.05,218.61,-173.92,-735.4,11497764.0,gyro,
0.03,-1.01,0.06,-1.59,1.27,-1.05,220.37,-165.04,-730.27,11503615.0,gyro,
0.04,-1.01,0.05,-1.51,1.27,-1.14,220.37,-165.04,-730.27,11507480.0,gyro,
0.04,-1.01,0.05,-1.5,1.27,-1.11,216.84,-154.4,-740.53,11513773.0,gyro,
0.04,-1.01,0.05,-1.51,1.34,-1.14,216.84,-154.4,-740.53,11517648.0,gyro,
0.04,-1.01,0.05,-1.5,1.37,-1.07,209.79,-168.59,-740.53,11523502.0,gyro,
0.04,-1.01,0.05,-1.54,1.3,-1.05,209.79,-168.59,-740.53,11527818.0,gyro,
0.04,-1.01,0.05,-1.53,1.22,-1.08,204.5,-163.27,-749.09,11533679.0,gyro,
0.04,-1.01,0.05,-1.56,1.22,-1.11,204.5,-163.27,-749.09,11537552.0,gyro,
0.04,-1.01,0.05,-1.5,1.25,-1.1,208.03,-163.27,-731.98,11543852.0,gyro,
0.04,-1.01,0.05,-1.42,1.24,-1.08,208.03,-163.27,-731.98,11547724.0,gyro,
0.04,-1.01,0.05,-1.48,1.16,-1.07,218.61,-166.82,-735.4,11553579.0,gyro,
0.04,-1.01,0.05,-1.53,1.13,-1.07,218.61,-166.82,-735.4,11557452.0,gyro,
0.04,-1.01,0.05,-1.5,1.16,-1.08,204.5,-159.72,-745.67,11563753.0,gyro,
0.04,-1.01,0.05,-1.53,1.3,-1.07,204.5,-159.72,-745.67,11567626.0,gyro,
0.04,-1.01,0.05,-1.51,1.33,-0.99,199.21,-175.69,-737.11,11573473.0,gyro,
0.04,-1.0,0.05,-1.42,1.24,-1.02,199.21,-175.69,-737.11,11577800.0,gyro,
0.04,-1.0,0.06,-1.43,1.3,-1.08,208.03,-159.72,-735.4,11583665.0,gyro,
0.04,-1.01,0.06,-1.45,1.22,-1.13,208.03,-159.72,-735.4,11587547.0,gyro,
0.03,-1.01,0.06,-1.54,1.27,-1.11,202.74,-172.14,-750.8,11593830.0,gyro,
0.03,-1.01,0.06,-1.53,1.31,-1.04,202.74,-172.14,-750.8,11597707.0,gyro,
0.03,-1.01,0.05,-1.45,1.28,-0.99,216.84,-157.95,-740.53,11603565.0,gyro,
0.03,-1.01,0.06,-1.45,1.36,-0.96,216.84,-157.95,-740.53,11607447.0,gyro,
0.03,-1.01,0.06,-1.45,1.28,-1.02,213.32,-172.14,-743.95,11613752.0,gyro,
0.03,-1.01,0.06,-1.45,1.4,-0.96,213.32,-172.14,-743.95,11617639.0,gyro,
0.03,-1.01,0.06,-1.53,1.43,-0.98,202.74,-168.59,-743.95,11623491.0,gyro,
0.03,-1.01,0.06,-1.53,1.36,-1.04,202.74,-168.59,-743.95,11627368.0,gyro,
0.03,-1.01,0.06,-1.46,1.36,-1.05,209.79,-172.14,-733.69,11633682.0,gyro,
0.03,-1.01,0.06,-1.46,1.4,-1.05,209.79,-172.14,-733.69,11637563.0,gyro,
0.03,-1.01,0.06,-1.54,1.37,-1.01,200.98,-170.37,-738.82,11643417.0,gyro,
0.03,-1.01,0.06,-1.53,1.36,-0.99,200.98,-170.37,-738.82,11647748.0,gyro,
0.03,-1.01,0.06,-1.54,1.36,-1.04,215.08,-173.92,-731.98,11653610.0,gyro,
0.03,-1.0,0.06,-1.5,1.3,-1.08,215.08,-173.92,-731.98,11657490.0,gyro,
0.03,-1.0,0.06,-1.51,1.37,-1.11,211.55,-170.37,-735.4,11663353.0,gyro,
0.03,-1.01,0.06,-1.5,1.37,-1.05,211.55,-170.37,-735.4,11667693.0,gyro,
0.03,-1.01,0.06,-1.54,1.42,-1.05,215.08,-170.37,-738.82,11673554.0,gyro,
0.03,-1.01,0.06,-1.51,1.37,-1.08,215.08,-170.37,-738.82,11677427.0,gyro,
0.03,-1.01,0.06,-1.53,1.27,-1.11,218.61,-177.47,-745.67,11683731.0,gyro,
0.03,-1.01,0.06,-1.59,1.3,-1.08,218.61,-177.47,-745.67,11687599.0,gyro,
0.03,-1.01,0.06,-1.51,1.28,-1.02,209.79,-165.04,-740.53,11693454.0,gyro,
0.03,-1.01,0.06,-1.5,1.3,-1.07,209.79,-165.04,-740.53,11697339.0,gyro,
0.03,-1.01,0.06,-1.48,1.24,-1.02,220.37,-172.14,-740.53,11703661.0,gyro,
0.03,-1.01,0.06,-1.57,1.27,-1.01,220.37,-172.14,-740.53,11707542.0,gyro,
0.04,-1.01,0.05,-1.6,1.22,-1.08,192.16,-172.14,-733.69,11713408.0,gyro,
0.04,-1.01,0.05,-1.54,1.27,-1.13,192.16,-172.14,-733.69,11717295.0,gyro,
0.04,-1.01,0.05,-1.53,1.3,-1.11,218.61,-173.92,-742.24,11723612.0,gyro,
0.03,-1.01,0.05,-1.51,1.24,-1.08,218.61,-173.92,-742.24,11727498.0,gyro,
0.04,-1.01,0.05,-1.48,1.17,-1.13,223.9,-182.79,-723.43,11733372.0,gyro,
0.04,-1.01,0.05,-1.54,1.24,-1.04,223.9,-182.79,-723.43,11737253.0,gyro,
0.04,-1.01,0.05,-1.57,1.3,-1.07,200.98,-159.72,-742.24,11743569.0,gyro,
0.04,-1.0,0.05,-1.45,1.19,-1.08,200.98,-159.72,-742.24,11747455.0,gyro,
0.04,-1.01,0.05,-1.5,1.21,-1.05,204.5,-156.17,-728.56,11753310.0,gyro,
0.04,-1.01,0.05,-1.42,1.31,-1.02,204.5,-156.17,-728.56,11757646.0,gyro,
0.04,-1.01,0.05,-1.5,1.25,-1.08,215.08,-156.17,-738.82,11763500.0,gyro,
0.04,-1.01,0.05,-1.5,1.27,-1.1,215.08,-156.17,-738.82,11767376.0,gyro,
0.04,-1.01,0.05,-1.53,1.21,-1.05,208.03,-177.47,-735.4,11773240.0,gyro,
0.03,-1.01,0.05,-1.45,1.31,-1.07,208.03,-177.47,-735.4,11777573.0,gyro,
0.03,-1.01,0.05,-1.39,1.31,-1.11,216.84,-179.24,-730.27,11783424.0,gyro,
0.04,-1.01,0.05,-1.42,1.33,-1.14,216.84,-179.24,-730.27,11787284.0,gyro,
0.03,-1.01,0.05,-1.39,1.36,-1.08,223.9,-175.69,-740.53,11793579.0,gyro,
0.03,-1.01,0.05,-1.43,1.3,-1.01,223.9,-175.69,-740.53,11797451.0,gyro,
0.03,-1.01,0.05,-1.45,1.36,-0.96,216.84,-175.69,-743.95,11803322.0,gyro,
0.03,-1.01,0.06,-1.48,1.21,-0.93,216.84,-175.69,-743.95,11807198.0,gyro,
0.03,-1.01,0.06,-1.39,1.24,-1.05,213.32,-161.49,-740.53,11813497.0,gyro,
0.03,-1.01,0.06,-1.4,1.39,-1.07,213.32,-161.49,-740.53,11817372.0,gyro,
0.03,-1.01,0.06,-1.43,1.37,-1.07,211.55,-166.82,-738.82,11823237.0,gyro,
0.03,-1.01,0.06,-1.45,1.28,-1.04,211.55,-166.82,-738.82,11827564.0,gyro,
0.03,-1.01,0.06,-1.46,1.33,-1.02,215.08,-170.37,-738.82,11833422.0,gyro,
0.03,-1.01,0.06,-1.5,1.31,-1.1,215.08,-170.37,-738.82,11837292.0,gyro,
0.03,-1.01,0.06,-1.53,1.28,-1.02,204.5,-156.17,-728.56,11843592.0,gyro,
0.02,-1.01,0.06,-1.53,1.24,-1.01,204.5,-156.17,-728.56,11847463.0,gyro,
0.03,-1.01,0.06,-1.57,1.27,-1.01,202.74,-161.49,-737.11,11853319.0,gyro,
0.03,-1.0,0.06,-1.48,1.37,-0.98,202.74,-161.49,-737.11,11857188.0,gyro,
0.02,-1.0,0.06,-1.54,1.33,-1.08,204.5,-170.37,-742.24,11863484.0,gyro,
0.03,-1.01,0.06,-1.51,1.28,-1.04,204.5,-170.37,-742.24,11867356.0,gyro,
0.03,-1.01,0.06,-1.48,1.37,-1.11,211.55,-156.17,-752.51,11873222.0,gyro,
0.03,-1.0,0.06,-1.51,1.36,-1.04,211.55,-156.17,-752.51,11877089.0,gyro,
0.03,-1.01,0.06,-1.53,1.39,-1.05,200.98,-156.17,-738.82,11883382.0,gyro,
0.03,-1.01,0.06,-1.5,1.31,-1.04,200.98,-156.17,-738.82,11887265.0,gyro,
0.03,-1.01,0.06,-1.6,1.21,-1.1,202.74,-172.14,-733.69,11893109.0,gyro,
0.03,-1.01,0.05,-1.54,1.27,-1.11,202.74,-172.14,-733.69,11897437.0,gyro,
0.03,-1.01,0.05,-1.59,1.3,-1.08,193.92,-170.37,-745.67,11903281.0,gyro,
0.03,-1.01,0.06,-1.48,1.37,-1.04,193.92,-170.37,-745.67,11907163.0,gyro,
0.03,-1.01,0.06,-1.43,1.37,-1.13,209.79,-175.69,-737.11,11913470.0,gyro,
0.03,-1.01,0.05,-1.42,1.33,-1.07,209.79,-175.69,-737.11,11917347.0,gyro,
0.04,-1.01,0.05,-1.42,1.3,-1.11,208.03,-177.47,-742.24,11923205.0,gyro,
0.04,-1.01,0.05,-1.5,1.21,-1.1,208.03,-177.47,-742.24,11927067.0,gyro,
0.04,-1.01,0.05,-1.53,1.27,-1.05,200.98,-159.72,-752.51,11933366.0,gyro,
0.04,-1.01,0.05,-1.5,1.16,-1.04,200.98,-159.72,-752.51,11937251.0,gyro,
0.04,-1.01,0.05,-1.53,1.17,-1.01,202.74,-172.14,-737.11,11943117.0,gyro,
0.04,-1.01,0.05,-1.53,1.21,-0.99,202.74,-172.14,-737.11,11946996.0,gyro,
0.04,-1.01,0.05,-1.45,1.22,-1.01,216.84,-157.95,-750.8,11953306.0,gyro,
0.04,-1.0,0.05,-1.46,1.28,-0.99,216.84,-157.95,-750.8,11957181.0,gyro,
0.04,-1.01,0.05,-1.42,1.28,-0.99,208.03,-166.82,-728.56,11963029.0,gyro,
0.04,-1.01,0.05,-1.48,1.3,-1.04,208.03,-166.82,-728.56,11967354.0,gyro,
0.04,-1.01,0.05,-1.48,1.33,-1.04,211.55,-188.11,-738.82,11973212.0,gyro,
0.04,-1.01,0.05,-1.43,1.25,-1.08,211.55,-188.11,-738.82,11977091.0,gyro,
0.04,-1.01,0.05,-1.46,1.22,-1.05,199.21,-193.44,-737.11,11983394.0,gyro,
0.04,-1.01,0.05,-1.51,1.25,-1.08,199.21,-193.44,-737.11,11987262.0,gyro,
0.04,-1.0,0.05,-1.5,1.24,-1.1,202.74,-161.49,-730.27,11993128.0,gyro,
0.04,-1.01,0.05,-1.46,1.28,-1.08,202.74,-161.49,-730.27,11997004.0,gyro,
0.04,-1.01,0.06,-1.45,1.31,-1.1,204.5,-156.17,-755.93,12003313.0,gyro,
0.03,-1.0,0.06,-1.43,1.31,-1.04,204.5,-156.17,-755.93,12007191.0,gyro,
0.03,-1.01,0.06,-1.36,1.36,-1.01,206.27,-168.59,-733.69,12013052.0,gyro,
0.03,-1.01,0.06,-1.5,1.31,-1.01,206.27,-168.59,-733.69,12016922.0,gyro,
0.03,-1.01,0.06,-1.53,1.22,-1.02,199.21,-179.24,-733.69,12023235.0,gyro,
0.03,-1.01,0.06,-1.51,1.28,-1.14,199.21,-179.24,-733.69,12027106.0,gyro,
0.03,-1.01,0.06,-1.6,1.36,-1.04,200.98,-173.92,-749.09,12032950.0,gyro,
0.03,-1.01,0.06,-1.5,1.36,-0.98,200.98,-173.92,-749.09,12037278.0,gyro,
0.03,-1.01,0.06,-1.54,1.36,-1.13,199.21,-165.04,-733.69,12043135.0,gyro,
0.03,-1.01,0.06,-1.56,1.28,-1.07,199.21,-165.04,-733.69,12047005.0,gyro,
0.03,-1.0,0.06,-1.53,1.3,-1.05,213.32,-168.59,-737.11,12053313.0,gyro,
0.03,-1.0,0.06,-1.53,1.24,-0.95,213.32,-168.59,-737.11,12057182.0,gyro,
0.03,-1.0,0.06,-1.53,1.31,-0.92,229.18,-177.47,-742.24,12063035.0,gyro,
0.03,-1.01,0.06,-1.54,1.3,-1.04,229.18,-177.47,-742.24,12066891.0,gyro,
0.02,-1.01,0.06,-1.57,1.24,-1.08,220.37,-175.69,-733.69,12073223.0,gyro,
0.03,-1.01,0.06,-1.54,1.3,-0.98,220.37,-175.69,-733.69,12077101.0,gyro,
0.03,-1.01,0.06,-1.51,1.28,-1.04,206.27,-175.69,-737.11,12082962.0,gyro,
0.03,-1.01,0.06,-1.53,1.24,-1.05,206.27,-175.69,-737.11,12087295.0,gyro,
0.03,-1.01,0.06,-1.57,1.3,-0.99,202.74,-165.04,-726.85,12093152.0,gyro,
0.03,-1.01,0.06,-1.48,1.25,-1.05,202.74,-165.04,-726.85,12097028.0,gyro,
0.03,-1.01,0.06,-1.51,1.3,-1.1,216.84,-165.04,-743.95,12102884.0,gyro,
0.03,-1.01,0.05,-1.54,1.34,-1.04,216.84,-165.04,-743.95,12107219.0,gyro,
0.03,-1.01,0.05,-1.51,1.31,-0.99,213.32,-182.79,-737.11,12113082.0,gyro,
0.03,-1.01,0.05,-1.56,1.24,-0.98,213.32,-182.79,-737.11,12116952.0,gyro,
0.04,-1.01,0.05,-1.57,1.25,-1.01,204.5,-166.82,-731.98,12123260.0,gyro,
0.04,-1.01,0.05,-1.53,1.3,-1.01,204.5,-166.82,-731.98,12127140.0,gyro,
0.04,-1.01,0.05,-1.45,1.3,-0.96,209.79,-168.59,-726.85,12133001.0,gyro,
0.04,-1.01,0.05,-1.51,1.19,-1.05,209.79,-168.59,-726.85,12136874.0,gyro,
0.04,-1.0,0.05,-1.51,1.19,-1.02,211.55,-170.37,-735.4,12143205.0,gyro,
0.04,-1.01,0.05,-1.56,1.17,-1.08,211.55,-170.37,-735.4,12147074.0,gyro,
0.04,-1.01,0.05,-1.53,1.08,-0.99,200.98,-170.37,-742.24,12152941.0,gyro,
0.04,-1.01,0.04,-1.51,1.11,-0.98,200.98,-170.37,-742.24,12156813.0,gyro,
0.04,-1.01,0.05,-1.5,1.28,-1.08,206.27,-165.04,-747.38,12163107.0,gyro,
0.04,-1.01,0.04,-1.46,1.3,-1.05,206.27,-165.04,-747.38,12166988.0,gyro,
0.04,-1.01,0.05,-1.53,1.28,-0.98,204.5,-163.27,-749.09,12172827.0,gyro,
0.04,-1.01,0.05,-1.48,1.27,-0.95,204.5,-163.27,-749.09,12177165.0,gyro,
0.04,-1.01,0.05,-1.53,1.33,-1.04,206.27,-165.04,-726.85,12183016.0,gyro,
0.04,-1.01,0.05,-1.51,1.28,-1.01,206.27,-165.04,-726.85,12186892.0,gyro,
0.04,-1.01,0.05,-1.42,1.34,-0.99,204.5,-170.37,-738.82,12193231.0,gyro,
0.04,-1.01,0.05,-1.43,1.27,-1.17,204.5,-170.37,-738.82,12197103.0,gyro,
0.04,-1.01,0.06,-1.46,1.27,-1.1,199.21,-172.14,-730.27,12202965.0,gyro,
0.03,-1.01,0.06,-1.5,1.27,-1.07,199.21,-172.14,-730.27,12206836.0,gyro,
0.03,-1.01,0.06,-1.51,1.27,-1.04,218.61,-156.17,-742.24,12213157.0,gyro,
0.03,-1.01,0.06,-1.45,1.31,-1.04,218.61,-156.17,-742.24,12217039.0,gyro,
0.03,-1.01,0.06,-1.39,1.4,-1.1,206.27,-175.69,-733.69,12222897.0,gyro,
0.03,-1.01,0.06,-1.45,1.36,-0.99,206.27,-175.69,-733.69,12226778.0,gyro,
0.03,-1.01,0.06,-1.51,1.21,-0.99,211.55,-177.47,-721.72,12233092.0,gyro,
0.03,-1.01,0.06,-1.45,1.25,-1.04,211.55,-177.47,-721.72,12236966.0,gyro,
0.03,-1.01,0.06,-1.45,1.27,-1.14,197.45,-170.37,-745.67,12242820.0,gyro,
0.03,-1.01,0.06,-1.45,1.31,-1.02,197.45,-170.37,-745.67,12246691.0,gyro,
0.03,-1.01,0.06,-1.5,1.31,-1.1,213.32,-157.95,-733.69,12252998.0,gyro,
0.03,-1.01,0.07,-1.45,1.31,-1.08,213.32,-157.95,-733.69,12256869.0,gyro,
0.03,-1.01,0.06,-1.5,1.28,-1.11,215.08,-184.57,-745.67,12262718.0,gyro,
0.03,-1.01,0.06,-1.66,1.39,-1.08,215.08,-184.57,-745.67,12267046.0,gyro,
0.03,-1.01,0.06,-1.65,1.34,-1.1,202.74,-168.59,-740.53,12272895.0,gyro,
