acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
0.0,0.35,-0.93,-1.53,1.36,-1.02,-160.43,-8.87,-1393.85,6767537.0,gyro,
0.0,0.35,-0.93,-1.57,1.28,-1.07,-149.85,-15.97,-1390.43,6773794.0,gyro,
0.0,0.35,-0.93,-1.48,1.36,-1.13,-149.85,-15.97,-1390.43,6777608.0,gyro,
0.0,0.35,-0.93,-1.34,1.34,-1.02,-148.09,-17.75,-1395.56,13680119.0,gyro,
0.0,0.35,-0.94,-1.43,1.31,-1.01,-148.09,-17.75,-1392.14,13685076.0,gyro,
0.0,0.35,-0.93,-1.37,1.31,-1.04,-148.09,-17.75,-1392.14,13688961.0,gyro,
0.0,0.35,-0.93,-1.4,1.36,-1.01,-156.9,1.77,-1400.69,13693884.0,gyro,
0.0,0.35,-0.93,-1.42,1.27,-0.95,-156.9,1.77,-1400.69,13697764.0,gyro,
0.0,0.35,-0.93,-1.51,1.33,-0.99,-146.33,-12.42,-1387.01,13702712.0,gyro,
0.0,0.35,-0.93,-1.5,1.4,-1.08,-146.33,-12.42,-1387.01,13706589.0,gyro,
0.0,0.35,-0.93,-1.57,1.31,-1.01,-146.33,-12.42,-1387.01,13710524.0,gyro,
0.0,0.35,-0.93,-1.59,1.36,-0.96,-149.85,-26.62,-1397.27,13715871.0,gyro,
0.0,0.35,-0.93,-1.54,1.34,-1.02,-149.85,-26.62,-1397.27,13720276.0,gyro,
0.0,0.35,-0.93,-1.48,1.3,-1.01,-144.56,-14.2,-1392.14,13726076.0,gyro,
0.0,0.35,-0.93,-1.42,1.28,-0.99,-144.56,-14.2,-1392.14,13730024.0,gyro,
0.0,0.35,-0.93,-1.43,1.34,-0.89,-153.38,-5.32,-1407.53,13735834.0,gyro,
0.0,0.35,-0.93,-1.43,1.33,-0.95,-153.38,-5.32,-1407.53,13740232.0,gyro,
0.0,0.35,-0.93,-1.53,1.25,-0.98,-155.14,-17.75,-1402.4,13746039.0,gyro,
0.0,0.35,-0.93,-1.5,1.28,-1.04,-155.14,-17.75,-1402.4,13749985.0,gyro,
0.0,0.35,-0.93,-1.46,1.33,-1.05,-160.43,-23.07,-1393.85,13755785.0,gyro,
0.0,0.35,-0.93,-1.46,1.4,-1.08,-160.43,-23.07,-1393.85,13760171.0,gyro,
0.0,0.35,-0.93,-1.45,1.39,-1.08,-165.72,-3.55,-1385.3,13765980.0,gyro,
0.0,0.35,-0.93,-1.45,1.36,-1.07,-165.72,-3.55,-1385.3,13769920.0,gyro,
0.0,0.35,-0.93,-1.43,1.36,-0.99,-142.8,-30.17,-1397.27,13776184.0,gyro,
0.0,0.35,-0.93,-1.43,1.33,-1.04,-142.8,-30.17,-1397.27,13780132.0,gyro,
0.0,0.35,-0.93,-1.5,1.34,-1.01,-160.43,-12.42,-1397.27,13785932.0,gyro,
0.0,0.35,-0.93,-1.59,1.3,-0.95,-160.43,-12.42,-1397.27,13789870.0,gyro,
0.0,0.35,-0.93,-1.68,1.21,-1.04,-153.38,-12.42,-1404.11,13796131.0,gyro,
