163.009539 ,-563.009210 ,824.196551
201.843930 ,-548.018990 ,824.144366
162.607963 ,-524.586781 ,839.489278
182.288386 ,-551.523757 ,842.874251
189.623442 ,-505.509236 ,858.199496
224.673375 ,-494.498355 ,839.463001
247.796026 ,-464.065025 ,839.632328
168.695025 ,-378.385303 ,930.439725
-176.922125 ,-486.878286 ,890.049440
-564.991491 ,-524.205961 ,645.206736
-703.246303 ,-586.967792 ,354.072818
-717.623800 ,-649.336302 ,219.146207
-743.452604 ,-663.035703 ,-45.953697
-773.929065 ,-566.090085 ,-351.064755
-613.676003 ,-413.831830 ,-712.600499
-350.919618 ,-35.186233 ,-919.450836
-20.634919 ,125.790902 ,-1012.934140
329.401644 ,139.090869 ,-917.454856
623.437324 ,-179.418969 ,-746.393627
706.891293 ,-646.583128 ,-284.444966
566.324247 ,-810.671923 ,58.217362
253.974121 ,-904.908537 ,350.114601
26.057523 ,-816.618511 ,591.030789
-304.122200 ,-567.474242 ,751.799024
-384.303144 ,-359.237335 ,851.198218
-238.915300 ,-114.385282 ,972.245131
-29.872501 ,22.015035 ,1009.815150
125.974826 ,28.239929 ,994.170466
-2.081271 ,-28.142880 ,990.544578
-176.980360 ,-68.961548 ,972.362384
-324.201909 ,-122.020937 ,897.909782
-508.205498 ,28.051275 ,821.820211
-793.848963 ,360.498112 ,508.964482
-858.021169 ,489.176252 ,-120.515279
-384.777411 ,613.894925 ,-700.422352
92.921777 ,439.861363 ,-883.618659
529.415478 ,-57.120973 ,-849.340657
582.768799 ,-525.981282 ,-596.339335
397.703206 ,-912.356698 ,-330.192033
-125.544823 ,-1003.948821 ,59.834588
-534.910841 ,-744.291140 ,460.059552
-582.303556 ,-377.720112 ,743.719974
-414.368375 ,-63.757322 ,910.119494
-340.857728 ,-21.959385 ,943.744449
-345.439743 ,66.012570 ,933.387203
-451.383573 ,200.123801 ,856.741443
-545.242410 ,276.916589 ,798.189677
-602.487921 ,180.976750 ,719.159838
-674.240037 ,-67.513534 ,683.600348
-760.011116 ,-409.138070 ,497.893073
-776.264487 ,-576.915412 ,134.247415
-648.944865 ,-658.088567 ,-255.454747
-421.904353 ,-481.007542 ,-770.171613
-231.919906 ,-266.095908 ,-952.055715
-74.513780 ,49.606238 ,-1020.844179
-67.719303 ,521.953808 ,-840.995098
-18.855888 ,664.223275 ,-724.160315
-166.051956 ,848.051853 ,-426.754949
-246.783937 ,936.700499 ,-14.836011
-302.481074 ,690.548888 ,632.829154
-362.481792 ,257.175329 ,897.898857
-585.109238 ,-78.683414 ,798.806531
-745.373632 ,-324.649202 ,543.406212
-791.679348 ,-347.693226 ,491.155663
-904.383031 ,-298.273721 ,354.023212
-962.996391 ,-233.440863 ,276.498124
-1005.682060 ,-101.504262 ,20.326660
-890.462826 ,322.632922 ,-364.607514
-422.267903 ,758.049908 ,-456.193230
244.586168 ,969.527843 ,-166.285120
764.121280 ,612.397783 ,167.584232
919.003471 ,149.800817 ,360.389518
905.696610 ,-148.139747 ,409.943813
910.539203 ,-266.739181 ,420.014402
1000.432796 ,-196.376460 ,244.744328
997.862028 ,-164.833640 ,-72.313540
999.277740 ,-265.387181 ,-185.274846
887.394215 ,-398.377064 ,-182.206213
771.966000 ,-596.027741 ,-138.679327
597.058357 ,-764.920407 ,65.958185
373.101206 ,-801.160481 ,503.575194
72.485332 ,-489.017817 ,881.330973
-237.211203 ,-305.901969 ,955.519520
-460.179361 ,-155.506439 ,879.603629
-397.168077 ,207.811060 ,908.809828
-222.719993 ,294.640372 ,934.911154
10.981520 ,285.318544 ,963.535219
21.975159 ,395.786536 ,915.978770
56.596411 ,452.807474 ,905.117630
205.429969 ,367.283381 ,896.119101
165.889700 ,444.037518 ,882.096854
110.691627 ,536.075301 ,853.361622
-166.605808 ,678.990692 ,747.778953
-423.312845 ,831.065357 ,406.967357
-263.114217 ,998.499270 ,30.640537
-117.258781 ,967.855559 ,-257.864541
-90.133581 ,764.875596 ,-663.139380
-330.646263 ,316.978043 ,-893.870603
-659.003534 ,-81.111980 ,-780.206994
-499.958204 ,-487.672171 ,-732.516238
-208.639750 ,-258.564147 ,-944.634178
196.062953 ,254.815157 ,-938.116976
625.757953 ,403.297276 ,-636.424621
872.072500 ,162.275185 ,-404.674669
894.130197 ,-132.704223 ,-418.731657
910.743065 ,-262.840731 ,-405.093529
868.749532 ,-418.555189 ,-312.985449
906.927750 ,-357.162039 ,-260.337432
924.196723 ,4.679473 ,-432.532874
738.080890 ,460.085616 ,-602.851739
150.563177 ,520.003980 ,-857.024401
-352.346631 ,110.596356 ,-880.753604
-626.293155 ,-302.755448 ,-715.236402
-707.444443 ,-593.462830 ,-355.381442
-702.080275 ,-649.396633 ,226.535226
-437.330492 ,-467.063895 ,730.971742
-94.208408 ,-188.208022 ,982.041946
383.487477 ,25.483301 ,925.675232
555.551100 ,7.848388 ,827.576199
598.961709 ,-42.507938 ,800.760241
599.949401 ,-149.820627 ,784.822737
466.405451 ,-71.414126 ,868.343130
220.473329 ,-79.849170 ,977.763751
-65.872698 ,133.263997 ,1007.296375
-313.071072 ,383.393184 ,932.451285
-499.784843 ,467.285520 ,732.519677
-632.047202 ,724.256716 ,257.654124
-505.792509 ,818.320131 ,-220.006479
-588.274340 ,602.127662 ,-497.912775
-661.814017 ,187.780317 ,-673.158511
-629.870198 ,-389.972207 ,-630.146261
-516.016913 ,-848.448028 ,-26.383933
-337.333426 ,-702.423514 ,612.556004
-42.355472 ,-322.695044 ,969.333139
332.426800 ,75.628244 ,922.661527
686.380367 ,318.751129 ,628.212809
838.881875 ,373.006263 ,422.596029
934.268437 ,300.992029 ,167.575322
976.368843 ,46.239498 ,-29.175646
827.444629 ,-459.201398 ,224.484160
620.386482 ,-558.254276 ,504.616786
625.540784 ,-334.931964 ,656.021387
661.552914 ,-5.777061 ,688.775848
639.478709 ,304.308967 ,680.574558
254.550149 ,705.019590 ,626.478869
-353.201769 ,845.589714 ,384.357198
-831.364426 ,576.751385 ,-145.963296
-788.866006 ,-28.731874 ,-611.062181
-317.981585 ,-219.533867 ,-958.684904
42.293511 ,41.276538 ,-991.633372
382.211548 ,307.598296 ,-856.414720
555.999043 ,395.670146 ,-695.903859
747.256312 ,276.622733 ,-567.274617
930.728810 ,127.517284 ,-386.622377
972.973391 ,139.589799 ,-285.900744
989.320769 ,9.936571 ,-219.992197
997.258631 ,-28.067355 ,-183.053654
1027.786487 ,33.136183 ,-160.213264
949.975232 ,116.468138 ,-323.334419
803.490033 ,99.759774 ,-606.532204
412.016090 ,42.745964 ,-915.027504
9.881889 ,-306.179033 ,-931.224658
-179.582268 ,-567.286294 ,-779.639040
-401.798759 ,-689.594852 ,-544.468272
-703.831567 ,-709.783722 ,-98.849614
-648.884011 ,-609.700892 ,428.256153
-284.604289 ,-563.922205 ,740.514305
145.594292 ,-408.797249 ,930.270489
561.446530 ,-225.720604 ,821.637619
744.568936 ,-140.544394 ,675.910473
953.096528 ,-104.472678 ,208.502636
974.455722 ,-74.138057 ,-220.702120
865.909473 ,16.211990 ,-480.668877
826.977034 ,39.091677 ,-525.083420
726.662148 ,-7.112994 ,-644.480289
827.954016 ,-75.739801 ,-526.158184
943.907810 ,-255.896417 ,-35.563601
697.319252 ,-78.970179 ,669.251247
326.661069 ,346.631334 ,839.329964
-220.985198 ,769.578249 ,562.210525
-871.139836 ,435.344515 ,256.143399
-981.535154 ,-72.935417 ,-181.162148
-660.696558 ,-420.479226 ,-645.232791
-52.428092 ,-305.730405 ,-938.379016
322.598951 ,24.323985 ,-918.490584
448.935328 ,234.560492 ,-831.292584
608.008804 ,253.319318 ,-731.085826
781.018643 ,-7.220685 ,-607.417973
802.507616 ,-301.186061 ,-509.467126
556.579295 ,-712.362184 ,-497.150526
401.632414 ,-818.242712 ,-497.371572
405.247456 ,-731.116361 ,-589.907283
602.670915 ,-530.685723 ,-674.900228
661.598261 ,-50.149794 ,-805.130502
581.334964 ,233.598642 ,-817.022903
83.018017 ,267.124380 ,-948.643361
-296.617466 ,17.591811 ,-956.581041
-433.392703 ,-485.039000 ,-803.772925
-561.722071 ,-797.223649 ,-324.379390
-655.791158 ,-648.956064 ,315.928941
-470.652729 ,-274.459783 ,837.481983
