acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time
-0.006263086871429371,0.004017707714000375,0.9943287957037231,0.009366539763110637,-0.05335977157360272,0.08112415397631129,58.488054206303545,397.272721338478,-907.8009947642578,0.0
-0.006263086871429371,0.004017707714000375,0.9943287957037231,0.009366539763110637,-0.05335977157360272,0.01112415397631128,58.488054206303545,397.272721338478,-907.8009947642578,0.001287
-0.006263086871429371,0.004017707714000375,0.9943287957037231,0.009366539763110637,-0.05335977157360272,0.01112415397631128,58.488054206303545,397.272721338478,-907.8009947642578,0.002161
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,58.488054206303545,397.272721338478,-907.8009947642578,0.003451
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,58.488054206303545,397.272721338478,-907.8009947642578,0.004314
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,58.488054206303545,397.272721338478,-907.8009947642578,0.005196
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.006693
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.007559
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.00842
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.0097
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.010554
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,0.01112415397631128,40.242472449006634,414.959715243671,-898.059180511887,0.011439
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,-0.04887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.012744
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,-0.04887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.013615
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.11063346023689036,-0.05335977157360272,-0.04887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.014497
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,-0.10887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.015789
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,-0.10887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.016672
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,-0.05335977157360272,-0.10887584602368872,40.242472449006634,414.959715243671,-898.059180511887,0.017559
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.10887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.019059
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.10887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.019937
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.10887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.020795
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,0.006640228426396888,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.022091
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,0.006640228426396888,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.022964
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,0.006640228426396888,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.023837
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.025105
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.025959
-0.006263086871429371,0.013988701956195969,0.9943287957037231,0.009366539763110637,-0.05335977157360272,-0.04887584602368872,50.2529409907236,413.9853403458828,-923.3884741909429,0.026826
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.006640228426396888,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.028309
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.006640228426396888,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.029189
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.006640228426396888,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.030473
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.006640228426396888,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.031352
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.006640228426396888,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.032231
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.126640228426397,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.033516
-0.006263086871429371,0.013988701956195969,0.9943287957037231,-0.050633460236888084,0.126640228426397,-0.04887584602368872,96.09171131351432,369.65508062657227,-951.8574101030681,0.034397
