acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
0.01,1.02,-0.09,16.85,5.13,-0.06,332.88,-440.4,178.06,121916718.0,gyro,
0.01,1.02,-0.09,16.85,5.13,-0.06,332.88,-440.4,178.06,121917593.0,gyro,
0.01,1.02,-0.09,16.91,5.07,0.0,332.88,-433.09,167.48,121919361.0,gyro,
0.01,1.02,-0.09,16.78,5.07,0.0,320.0,-438.57,190.4,129963237.0,gyro,
0.01,1.02,-0.09,16.78,5.13,0.0,336.55,-444.05,167.48,129965058.0,gyro,
0.01,1.02,-0.09,16.78,5.13,0.0,336.55,-444.05,167.48,129965955.0,gyro,
0.01,1.02,-0.09,16.85,5.07,0.0,336.55,-444.05,167.48,129967484.0,gyro,
0.01,1.02,-0.09,16.85,5.07,0.0,336.55,-444.05,167.48,129968377.0,gyro,
0.01,1.02,-0.09,16.85,5.07,0.0,336.55,-444.05,167.48,129969274.0,gyro,
0.01,1.01,-0.09,16.72,5.13,0.0,336.55,-444.05,167.48,129970808.0,gyro,
0.01,1.01,-0.09,16.72,5.13,0.0,336.55,-444.05,167.48,129971719.0,gyro,
0.01,1.01,-0.09,16.72,5.13,0.0,336.55,-444.05,167.48,129972618.0,gyro,
0.01,1.01,-0.09,16.85,5.13,0.0,332.88,-433.09,160.43,129974431.0,gyro,
0.01,1.01,-0.09,16.85,5.13,0.0,332.88,-433.09,160.43,129975345.0,gyro,
0.01,1.01,-0.09,16.78,5.13,0.0,332.88,-433.09,160.43,129976855.0,gyro,
0.01,1.01,-0.09,16.78,5.13,0.0,332.88,-433.09,160.43,129977750.0,gyro,
0.01,1.01,-0.09,16.78,5.13,0.0,332.88,-433.09,160.43,129978645.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.0,332.88,-433.09,160.43,129980154.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.0,332.88,-433.09,160.43,129981035.0,gyro,
0.01,1.02,-0.09,16.85,5.19,0.06,332.88,-433.09,160.43,129982554.0,gyro,
0.01,1.02,-0.09,16.85,5.19,0.06,332.88,-433.09,160.43,129983460.0,gyro,
0.01,1.02,-0.09,16.85,5.19,0.06,332.88,-433.09,160.43,129984358.0,gyro,
0.01,1.02,-0.09,16.72,5.13,0.06,332.88,-440.4,163.95,129986165.0,gyro,
0.01,1.02,-0.09,16.72,5.13,0.06,332.88,-440.4,163.95,129987055.0,gyro,
0.01,1.02,-0.09,16.72,5.13,0.0,332.88,-440.4,163.95,129988572.0,gyro,
0.01,1.02,-0.09,16.72,5.13,0.0,332.88,-440.4,163.95,129989473.0,gyro,
0.01,1.02,-0.09,16.72,5.13,0.0,332.88,-440.4,163.95,129990368.0,gyro,
0.01,1.02,-0.09,16.78,5.13,0.0,332.88,-440.4,163.95,129991877.0,gyro,
0.01,1.02,-0.09,16.78,5.13,0.0,332.88,-440.4,163.95,129992769.0,gyro,
0.01,1.02,-0.09,16.78,5.13,0.0,332.88,-440.4,163.95,129993657.0,gyro,
0.01,1.02,-0.09,16.85,5.07,0.0,331.04,-449.54,176.3,129995461.0,gyro,
0.01,1.02,-0.09,16.85,5.07,0.0,331.04,-449.54,176.3,129996359.0,gyro,
0.01,1.02,-0.09,16.85,5.13,0.0,331.04,-449.54,176.3,129997864.0,gyro,
0.01,1.02,-0.09,16.85,5.13,0.0,331.04,-449.54,176.3,129998757.0,gyro,
0.01,1.02,-0.09,16.85,5.13,0.0,331.04,-449.54,176.3,129999661.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.06,331.04,-449.54,176.3,130001179.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.06,331.04,-449.54,176.3,130002086.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.0,331.04,-449.54,176.3,130003610.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.0,331.04,-449.54,176.3,130004507.0,gyro,
0.01,1.02,-0.09,16.91,5.13,0.0,331.04,-449.54,176.3,130005406.0,gyro,
0.01,1.02,-0.09,16.78,5.13,-0.06,329.2,-440.4,167.48,130007237.0,gyro,
0.01,1.02,-0.09,16.78,5.13,-0.06,329.2,-440.4,167.48,130008146.0,gyro,
0.01,1.02,-0.09,16.66,5.13,-0.06,329.2,-440.4,167.48,130009682.0,gyro,
0.01,1.02,-0.09,16.66,5.13,-0.06,329.2,-440.4,167.48,130010597.0,gyro,
